Line: R29, Position: 79, Quotient: 0, Password: 0
Line: L762, Position: 3, Quotient: 0, Password: 1466
Line: R97, Position: 0, Quotient: 1, Password: 1467
Line: L15, Position: 85, Quotient: -1, Password: 1467
Line: L78, Position: 7, Quotient: 0, Password: 1467
Line: L4, Position: 3, Quotient: 0, Password: 1467
Line: L844, Position: 59, Quotient: -1, Password: 1476
Line: R28, Position: 87, Quotient: 0, Password: 1476
Line: L87, Position: 0, Quotient: 0, Password: 1477
Line: L61, Position: 39, Quotient: -1, Password: 1477
Line: L539, Position: 0, Quotient: 0, Password: 1483
Line: R14, Position: 14, Quotient: 0, Password: 1483
Line: L14, Position: 0, Quotient: 0, Password: 1484
Line: R10, Position: 10, Quotient: 0, Password: 1484
Line: L10, Position: 0, Quotient: 0, Password: 1485
Line: L73, Position: 27, Quotient: -1, Password: 1485
Line: L38, Position: 89, Quotient: -1, Password: 1486
Line: L12, Position: 77, Quotient: 0, Password: 1486
Line: R45, Position: 22, Quotient: 1, Password: 1487
Line: R73, Position: 95, Quotient: 0, Password: 1487
Line: L85, Position: 10, Quotient: 0, Password: 1487
Line: L245, Position: 65, Quotient: -1, Password: 1490
Line: L54, Position: 11, Quotient: 0, Password: 1490
Line: R9, Position: 20, Quotient: 0, Password: 1490
Line: L20, Position: 0, Quotient: 0, Password: 1491
Line: R47, Position: 47, Quotient: 0, Password: 1491
Line: R32, Position: 79, Quotient: 0, Password: 1491
Line: R42, Position: 21, Quotient: 1, Password: 1492
Line: R79, Position: 0, Quotient: 1, Password: 1493
Line: L39, Position: 61, Quotient: -1, Password: 1493
Line: L818, Position: 43, Quotient: 0, Password: 1501
Line: L3, Position: 40, Quotient: 0, Password: 1501
Line: R64, Position: 4, Quotient: 1, Password: 1502
Line: R590, Position: 94, Quotient: 0, Password: 1507
Line: R406, Position: 0, Quotient: 1, Password: 1512
Line: R97, Position: 97, Quotient: 0, Password: 1512
Line: L997, Position: 0, Quotient: 0, Password: 1522
Line: L39, Position: 61, Quotient: -1, Password: 1522
Line: L558, Position: 3, Quotient: 0, Password: 1527
Line: L40, Position: 63, Quotient: -1, Password: 1528
Line: R37, Position: 0, Quotient: 1, Password: 1529
Line: L82, Position: 18, Quotient: -1, Password: 1529
Line: R29, Position: 47, Quotient: 0, Password: 1529
Line: L47, Position: 0, Quotient: 0, Password: 1530
Line: L23, Position: 77, Quotient: -1, Password: 1530
Line: R93, Position: 70, Quotient: 1, Password: 1531
Line: R97, Position: 67, Quotient: 1, Password: 1532
Line: R23, Position: 90, Quotient: 0, Password: 1532
Line: R10, Position: 0, Quotient: 1, Password: 1533
Line: R514, Position: 14, Quotient: 0, Password: 1538
Line: R96, Position: 10, Quotient: 1, Password: 1539
Line: R90, Position: 0, Quotient: 1, Password: 1540
Line: R71, Position: 71, Quotient: 0, Password: 1540
Line: L20, Position: 51, Quotient: 0, Password: 1540
Line: L14, Position: 37, Quotient: 0, Password: 1540
Line: L67, Position: 70, Quotient: -1, Password: 1541
Line: L85, Position: 85, Quotient: -1, Password: 1542
Line: R15, Position: 0, Quotient: 1, Password: 1543
Line: R76, Position: 76, Quotient: 0, Password: 1543
Line: L1, Position: 75, Quotient: 0, Password: 1543
Line: R25, Position: 0, Quotient: 1, Password: 1544
Line: L30, Position: 70, Quotient: -1, Password: 1544
Line: L51, Position: 19, Quotient: 0, Password: 1544
Line: L619, Position: 0, Quotient: 0, Password: 1551
Line: L34, Position: 66, Quotient: -1, Password: 1551
Line: R411, Position: 77, Quotient: 0, Password: 1555
Line: R354, Position: 31, Quotient: 1, Password: 1559
Line: R69, Position: 0, Quotient: 1, Password: 1560
Line: L878, Position: 22, Quotient: -1, Password: 1568
Line: R34, Position: 56, Quotient: 0, Password: 1568
Line: L56, Position: 0, Quotient: 0, Password: 1569
Line: L7, Position: 93, Quotient: -1, Password: 1569
Line: R7, Position: 0, Quotient: 1, Password: 1570
Line: R275, Position: 75, Quotient: 0, Password: 1572
Line: L834, Position: 41, Quotient: 0, Password: 1580
Line: L99, Position: 42, Quotient: -1, Password: 1581
Line: L230, Position: 12, Quotient: 0, Password: 1583
Line: L90, Position: 22, Quotient: -1, Password: 1584
Line: R78, Position: 0, Quotient: 1, Password: 1585
Line: L77, Position: 23, Quotient: -1, Password: 1585
Line: L723, Position: 0, Quotient: 0, Password: 1593
Line: L840, Position: 60, Quotient: -1, Password: 1601
Line: R368, Position: 28, Quotient: 1, Password: 1605
Line: L328, Position: 0, Quotient: 0, Password: 1609
Line: L27, Position: 73, Quotient: -1, Password: 1609
Line: R27, Position: 0, Quotient: 1, Password: 1610
Line: L29, Position: 71, Quotient: -1, Password: 1610
Line: L36, Position: 35, Quotient: 0, Password: 1610
Line: R114, Position: 49, Quotient: 0, Password: 1611
Line: L649, Position: 0, Quotient: 0, Password: 1618
Line: R79, Position: 79, Quotient: 0, Password: 1618
Line: R710, Position: 89, Quotient: 0, Password: 1625
Line: R67, Position: 56, Quotient: 1, Password: 1626
Line: L27, Position: 29, Quotient: 0, Password: 1626
Line: L29, Position: 0, Quotient: 0, Password: 1627
Line: L62, Position: 38, Quotient: -1, Password: 1627
Line: R39, Position: 77, Quotient: 0, Password: 1627
Line: R93, Position: 70, Quotient: 1, Password: 1628
Line: R61, Position: 31, Quotient: 1, Password: 1629
Line: R43, Position: 74, Quotient: 0, Password: 1629
Line: R70, Position: 44, Quotient: 1, Password: 1630
Line: L274, Position: 70, Quotient: -1, Password: 1633
Line: L70, Position: 0, Quotient: 0, Password: 1634
Line: L208, Position: 92, Quotient: -1, Password: 1636
Line: L92, Position: 0, Quotient: 0, Password: 1637
Line: L829, Position: 71, Quotient: -1, Password: 1645
Line: L54, Position: 17, Quotient: 0, Password: 1645
Line: R53, Position: 70, Quotient: 0, Password: 1645
Line: L70, Position: 0, Quotient: 0, Password: 1646
Line: R26, Position: 26, Quotient: 0, Password: 1646
Line: L73, Position: 53, Quotient: -1, Password: 1647
Line: L24, Position: 29, Quotient: 0, Password: 1647
Line: R271, Position: 0, Quotient: 1, Password: 1650
Line: R209, Position: 9, Quotient: 0, Password: 1652
Line: L509, Position: 0, Quotient: 0, Password: 1658
Line: R48, Position: 48, Quotient: 0, Password: 1658
Line: L48, Position: 0, Quotient: 0, Password: 1659
Line: R61, Position: 61, Quotient: 0, Password: 1659
Line: R39, Position: 0, Quotient: 1, Password: 1660
Line: L3, Position: 97, Quotient: -1, Password: 1660
Line: L197, Position: 0, Quotient: 0, Password: 1662
Line: R64, Position: 64, Quotient: 0, Password: 1662
Line: L86, Position: 78, Quotient: -1, Password: 1663
Line: L18, Position: 60, Quotient: 0, Password: 1663
Line: L91, Position: 69, Quotient: -1, Password: 1664
Line: L55, Position: 14, Quotient: 0, Password: 1664
Line: L14, Position: 0, Quotient: 0, Password: 1665
Line: L77, Position: 23, Quotient: -1, Password: 1665
Line: L31, Position: 92, Quotient: -1, Password: 1666
Line: R90, Position: 82, Quotient: 1, Password: 1667
Line: L788, Position: 94, Quotient: -1, Password: 1675
Line: R417, Position: 11, Quotient: 1, Password: 1680
Line: R19, Position: 30, Quotient: 0, Password: 1680
Line: L822, Position: 8, Quotient: 0, Password: 1688
Line: R947, Position: 55, Quotient: 0, Password: 1697
Line: R16, Position: 71, Quotient: 0, Password: 1697
Line: L601, Position: 70, Quotient: 0, Password: 1703
Line: L91, Position: 79, Quotient: -1, Password: 1704
Line: L79, Position: 0, Quotient: 0, Password: 1705
Line: R1, Position: 1, Quotient: 0, Password: 1705
Line: L41, Position: 60, Quotient: -1, Password: 1706
Line: R40, Position: 0, Quotient: 1, Password: 1707
Line: L64, Position: 36, Quotient: -1, Password: 1707
Line: L36, Position: 0, Quotient: 0, Password: 1708
Line: R593, Position: 93, Quotient: 0, Password: 1713
Line: L23, Position: 70, Quotient: 0, Password: 1713
Line: R909, Position: 79, Quotient: 0, Password: 1722
Line: L79, Position: 0, Quotient: 0, Password: 1723
Line: L40, Position: 60, Quotient: -1, Password: 1723
Line: R46, Position: 6, Quotient: 1, Password: 1724
Line: R6, Position: 12, Quotient: 0, Password: 1724
Line: R88, Position: 0, Quotient: 1, Password: 1725
Line: R2, Position: 2, Quotient: 0, Password: 1725
Line: R55, Position: 57, Quotient: 0, Password: 1725
Line: L69, Position: 88, Quotient: -1, Password: 1726
Line: R410, Position: 98, Quotient: 0, Password: 1730
Line: R558, Position: 56, Quotient: 1, Password: 1736
Line: R596, Position: 52, Quotient: 1, Password: 1742
Line: R56, Position: 8, Quotient: 1, Password: 1743
Line: R34, Position: 42, Quotient: 0, Password: 1743
Line: R58, Position: 0, Quotient: 1, Password: 1744
Line: L58, Position: 42, Quotient: -1, Password: 1744
Line: L90, Position: 52, Quotient: -1, Password: 1745
Line: L91, Position: 61, Quotient: -1, Password: 1746
Line: L61, Position: 0, Quotient: 0, Password: 1747
Line: R22, Position: 22, Quotient: 0, Password: 1747
Line: R78, Position: 0, Quotient: 1, Password: 1748
Line: R962, Position: 62, Quotient: 0, Password: 1757
Line: L5, Position: 57, Quotient: 0, Password: 1757
Line: R571, Position: 28, Quotient: 1, Password: 1763
Line: R22, Position: 50, Quotient: 0, Password: 1763
Line: L48, Position: 2, Quotient: 0, Password: 1763
Line: L2, Position: 0, Quotient: 0, Password: 1764
Line: L63, Position: 37, Quotient: -1, Password: 1764
Line: R42, Position: 79, Quotient: 0, Password: 1764
Line: R76, Position: 55, Quotient: 1, Password: 1765
Line: R53, Position: 8, Quotient: 1, Password: 1766
Line: L54, Position: 54, Quotient: -1, Password: 1767
Line: L58, Position: 96, Quotient: -1, Password: 1768
Line: R25, Position: 21, Quotient: 1, Password: 1769
Line: L43, Position: 78, Quotient: -1, Password: 1770
Line: R22, Position: 0, Quotient: 1, Password: 1771
Line: L43, Position: 57, Quotient: -1, Password: 1771
Line: L45, Position: 12, Quotient: 0, Password: 1771
Line: R81, Position: 93, Quotient: 0, Password: 1771
Line: R51, Position: 44, Quotient: 1, Password: 1772
Line: L39, Position: 5, Quotient: 0, Password: 1772
Line: L9, Position: 96, Quotient: -1, Password: 1773
Line: L90, Position: 6, Quotient: 0, Password: 1773
Line: L5, Position: 1, Quotient: 0, Password: 1773
Line: R47, Position: 48, Quotient: 0, Password: 1773
Line: R98, Position: 46, Quotient: 1, Password: 1774
Line: L66, Position: 80, Quotient: -1, Password: 1775
Line: R126, Position: 6, Quotient: 1, Password: 1777
Line: L36, Position: 70, Quotient: -1, Password: 1778
Line: L35, Position: 35, Quotient: 0, Password: 1778
Line: R65, Position: 0, Quotient: 1, Password: 1779
Line: L274, Position: 26, Quotient: -1, Password: 1781
Line: R74, Position: 0, Quotient: 1, Password: 1782
Line: R57, Position: 57, Quotient: 0, Password: 1782
Line: L93, Position: 64, Quotient: -1, Password: 1783
Line: R35, Position: 99, Quotient: 0, Password: 1783
Line: R1, Position: 0, Quotient: 1, Password: 1784
Line: L84, Position: 16, Quotient: -1, Password: 1784
Line: R93, Position: 9, Quotient: 1, Password: 1785
Line: R54, Position: 63, Quotient: 0, Password: 1785
Line: R37, Position: 0, Quotient: 1, Password: 1786
Line: L74, Position: 26, Quotient: -1, Password: 1786
Line: R120, Position: 46, Quotient: 0, Password: 1787
Line: L23, Position: 23, Quotient: 0, Password: 1787
Line: R17, Position: 40, Quotient: 0, Password: 1787
Line: R96, Position: 36, Quotient: 1, Password: 1788
Line: L36, Position: 0, Quotient: 0, Password: 1789
Line: L34, Position: 66, Quotient: -1, Password: 1789
Line: R63, Position: 29, Quotient: 1, Password: 1790
Line: L29, Position: 0, Quotient: 0, Password: 1791
Line: R292, Position: 92, Quotient: 0, Password: 1793
Line: L705, Position: 87, Quotient: 0, Password: 1800
Line: L87, Position: 0, Quotient: 0, Password: 1801
Line: L2, Position: 98, Quotient: -1, Password: 1801
Line: L98, Position: 0, Quotient: 0, Password: 1802
Line: R724, Position: 24, Quotient: 0, Password: 1809
Line: R76, Position: 0, Quotient: 1, Password: 1810
Line: R98, Position: 98, Quotient: 0, Password: 1810
Line: R24, Position: 22, Quotient: 1, Password: 1811
Line: R30, Position: 52, Quotient: 0, Password: 1811
Line: L69, Position: 83, Quotient: -1, Password: 1812
Line: L83, Position: 0, Quotient: 0, Password: 1813
Line: L84, Position: 16, Quotient: -1, Password: 1813
Line: L16, Position: 0, Quotient: 0, Password: 1814
Line: R631, Position: 31, Quotient: 0, Password: 1820
Line: R69, Position: 0, Quotient: 1, Password: 1821
Line: R10, Position: 10, Quotient: 0, Password: 1821
Line: L10, Position: 0, Quotient: 0, Password: 1822
Line: R25, Position: 25, Quotient: 0, Password: 1822
Line: L55, Position: 70, Quotient: -1, Password: 1823
Line: R85, Position: 55, Quotient: 1, Password: 1824
Line: L55, Position: 0, Quotient: 0, Password: 1825
Line: L65, Position: 35, Quotient: -1, Password: 1825
Line: L35, Position: 0, Quotient: 0, Password: 1826
Line: R86, Position: 86, Quotient: 0, Password: 1826
Line: R14, Position: 0, Quotient: 1, Password: 1827
Line: R603, Position: 3, Quotient: 0, Password: 1833
Line: R76, Position: 79, Quotient: 0, Password: 1833
Line: R21, Position: 0, Quotient: 1, Password: 1834
Line: R7, Position: 7, Quotient: 0, Password: 1834
Line: L7, Position: 0, Quotient: 0, Password: 1835
Line: R95, Position: 95, Quotient: 0, Password: 1835
Line: R12, Position: 7, Quotient: 1, Password: 1836
Line: R50, Position: 57, Quotient: 0, Password: 1836
Line: R337, Position: 94, Quotient: 0, Password: 1839
Line: R6, Position: 0, Quotient: 1, Password: 1840
Line: L42, Position: 58, Quotient: -1, Password: 1840
Line: R542, Position: 0, Quotient: 1, Password: 1846
Line: R91, Position: 91, Quotient: 0, Password: 1846
Line: R13, Position: 4, Quotient: 1, Password: 1847
Line: R50, Position: 54, Quotient: 0, Password: 1847
Line: R59, Position: 13, Quotient: 1, Password: 1848
Line: L85, Position: 28, Quotient: -1, Password: 1849
Line: L28, Position: 0, Quotient: 0, Password: 1850
Line: L93, Position: 7, Quotient: -1, Password: 1850
Line: L54, Position: 53, Quotient: -1, Password: 1851
Line: L942, Position: 11, Quotient: 0, Password: 1860
Line: L3, Position: 8, Quotient: 0, Password: 1860
Line: L890, Position: 18, Quotient: -1, Password: 1869
Line: R79, Position: 97, Quotient: 0, Password: 1869
Line: R845, Position: 42, Quotient: 1, Password: 1878
Line: L342, Position: 0, Quotient: 0, Password: 1882
Line: R588, Position: 88, Quotient: 0, Password: 1887
Line: L42, Position: 46, Quotient: 0, Password: 1887
Line: L46, Position: 0, Quotient: 0, Password: 1888
Line: R40, Position: 40, Quotient: 0, Password: 1888
Line: L40, Position: 0, Quotient: 0, Password: 1889
Line: L48, Position: 52, Quotient: -1, Password: 1889
Line: R62, Position: 14, Quotient: 1, Password: 1890
Line: L59, Position: 55, Quotient: -1, Password: 1891
Line: R45, Position: 0, Quotient: 1, Password: 1892
Line: R6, Position: 6, Quotient: 0, Password: 1892
Line: R13, Position: 19, Quotient: 0, Password: 1892
Line: L19, Position: 0, Quotient: 0, Password: 1893
Line: R16, Position: 16, Quotient: 0, Password: 1893
Line: L66, Position: 50, Quotient: -1, Password: 1894
Line: R856, Position: 6, Quotient: 1, Password: 1903
Line: L62, Position: 44, Quotient: -1, Password: 1904
Line: R11, Position: 55, Quotient: 0, Password: 1904
Line: L55, Position: 0, Quotient: 0, Password: 1905
Line: R423, Position: 23, Quotient: 0, Password: 1909
Line: L26, Position: 97, Quotient: -1, Password: 1910
Line: L81, Position: 16, Quotient: 0, Password: 1910
Line: R16, Position: 32, Quotient: 0, Password: 1910
Line: L90, Position: 42, Quotient: -1, Password: 1911
Line: L42, Position: 0, Quotient: 0, Password: 1912
Line: L37, Position: 63, Quotient: -1, Password: 1912
Line: L970, Position: 93, Quotient: -1, Password: 1922
Line: L55, Position: 38, Quotient: 0, Password: 1922
Line: R17, Position: 55, Quotient: 0, Password: 1922
Line: R26, Position: 81, Quotient: 0, Password: 1922
Line: R351, Position: 32, Quotient: 1, Password: 1926
Line: R368, Position: 0, Quotient: 1, Password: 1930
Line: L443, Position: 57, Quotient: -1, Password: 1934
Line: L75, Position: 82, Quotient: -1, Password: 1935
Line: L71, Position: 11, Quotient: 0, Password: 1935
Line: R89, Position: 0, Quotient: 1, Password: 1936
Line: R901, Position: 1, Quotient: 0, Password: 1945
Line: L325, Position: 76, Quotient: -1, Password: 1949
Line: L576, Position: 0, Quotient: 0, Password: 1955
Line: L95, Position: 5, Quotient: -1, Password: 1955
Line: R14, Position: 19, Quotient: 0, Password: 1955
Line: R38, Position: 57, Quotient: 0, Password: 1955
Line: L57, Position: 0, Quotient: 0, Password: 1956
Line: L66, Position: 34, Quotient: -1, Password: 1956
Line: L34, Position: 0, Quotient: 0, Password: 1957
Line: L586, Position: 14, Quotient: -1, Password: 1962
Line: R91, Position: 5, Quotient: 1, Password: 1963
Line: R86, Position: 91, Quotient: 0, Password: 1963
Line: R9, Position: 0, Quotient: 1, Password: 1964
Line: L85, Position: 15, Quotient: -1, Password: 1964
Line: R85, Position: 0, Quotient: 1, Password: 1965
Line: R31, Position: 31, Quotient: 0, Password: 1965
Line: L824, Position: 7, Quotient: 0, Password: 1973
Line: L7, Position: 0, Quotient: 0, Password: 1974
Line: R219, Position: 19, Quotient: 0, Password: 1976
Line: L96, Position: 23, Quotient: -1, Password: 1977
Line: R72, Position: 95, Quotient: 0, Password: 1977
Line: R4, Position: 99, Quotient: 0, Password: 1977
Line: R58, Position: 57, Quotient: 1, Password: 1978
Line: R69, Position: 26, Quotient: 1, Password: 1979
Line: L13, Position: 13, Quotient: 0, Password: 1979
Line: L813, Position: 0, Quotient: 0, Password: 1988
Line: L4, Position: 96, Quotient: -1, Password: 1988
Line: R667, Position: 63, Quotient: 1, Password: 1995
Line: L60, Position: 3, Quotient: 0, Password: 1995
Line: L23, Position: 80, Quotient: -1, Password: 1996
Line: R93, Position: 73, Quotient: 1, Password: 1997
Line: R27, Position: 0, Quotient: 1, Password: 1998
Line: L41, Position: 59, Quotient: -1, Password: 1998
Line: R41, Position: 0, Quotient: 1, Password: 1999
Line: L61, Position: 39, Quotient: -1, Password: 1999
Line: L648, Position: 91, Quotient: -1, Password: 2006
Line: R55, Position: 46, Quotient: 1, Password: 2007
Line: R49, Position: 95, Quotient: 0, Password: 2007
Line: R38, Position: 33, Quotient: 1, Password: 2008
Line: R67, Position: 0, Quotient: 1, Password: 2009
Line: L2, Position: 98, Quotient: -1, Password: 2009
Line: R52, Position: 50, Quotient: 1, Password: 2010
Line: L66, Position: 84, Quotient: -1, Password: 2011
Line: R20, Position: 4, Quotient: 1, Password: 2012
Line: R45, Position: 49, Quotient: 0, Password: 2012
Line: R46, Position: 95, Quotient: 0, Password: 2012
Line: R35, Position: 30, Quotient: 1, Password: 2013
Line: R2, Position: 32, Quotient: 0, Password: 2013
Line: R432, Position: 64, Quotient: 0, Password: 2017
Line: R33, Position: 97, Quotient: 0, Password: 2017
Line: R40, Position: 37, Quotient: 1, Password: 2018
Line: L37, Position: 0, Quotient: 0, Password: 2019
Line: L69, Position: 31, Quotient: -1, Password: 2019
Line: R869, Position: 0, Quotient: 1, Password: 2028
Line: R678, Position: 78, Quotient: 0, Password: 2034
Line: R76, Position: 54, Quotient: 1, Password: 2035
Line: L654, Position: 0, Quotient: 0, Password: 2042
Line: R89, Position: 89, Quotient: 0, Password: 2042
Line: R38, Position: 27, Quotient: 1, Password: 2043
Line: L927, Position: 0, Quotient: 0, Password: 2053
Line: L777, Position: 23, Quotient: -1, Password: 2060
Line: R456, Position: 79, Quotient: 0, Password: 2064
Line: R21, Position: 0, Quotient: 1, Password: 2065
Line: R479, Position: 79, Quotient: 0, Password: 2069
Line: R21, Position: 0, Quotient: 1, Password: 2070
Line: R587, Position: 87, Quotient: 0, Password: 2075
Line: L87, Position: 0, Quotient: 0, Password: 2076
Line: L47, Position: 53, Quotient: -1, Password: 2076
Line: R74, Position: 27, Quotient: 1, Password: 2077
Line: R173, Position: 0, Quotient: 1, Password: 2079
Line: L44, Position: 56, Quotient: -1, Password: 2079
Line: L16, Position: 40, Quotient: 0, Password: 2079
Line: L48, Position: 92, Quotient: -1, Password: 2080
Line: R83, Position: 75, Quotient: 1, Password: 2081
Line: L348, Position: 27, Quotient: 0, Password: 2084
Line: R803, Position: 30, Quotient: 0, Password: 2092
Line: R219, Position: 49, Quotient: 0, Password: 2094
Line: L91, Position: 58, Quotient: -1, Password: 2095
Line: R42, Position: 0, Quotient: 1, Password: 2096
Line: R20, Position: 20, Quotient: 0, Password: 2096
Line: R58, Position: 78, Quotient: 0, Password: 2096
Line: R8, Position: 86, Quotient: 0, Password: 2096
Line: R369, Position: 55, Quotient: 1, Password: 2100
Line: L19, Position: 36, Quotient: 0, Password: 2100
Line: R28, Position: 64, Quotient: 0, Password: 2100
Line: L3, Position: 61, Quotient: 0, Password: 2100
Line: R39, Position: 0, Quotient: 1, Password: 2101
Line: R97, Position: 97, Quotient: 0, Password: 2101
Line: L857, Position: 40, Quotient: 0, Password: 2109
Line: R689, Position: 29, Quotient: 1, Password: 2116
Line: R275, Position: 4, Quotient: 1, Password: 2119
Line: L62, Position: 42, Quotient: -1, Password: 2120
Line: L41, Position: 1, Quotient: 0, Password: 2120
Line: L54, Position: 47, Quotient: -1, Password: 2121
Line: L81, Position: 66, Quotient: -1, Password: 2122
Line: R85, Position: 51, Quotient: 1, Password: 2123
Line: L12, Position: 39, Quotient: 0, Password: 2123
Line: R61, Position: 0, Quotient: 1, Password: 2124
Line: L45, Position: 55, Quotient: -1, Password: 2124
Line: R86, Position: 41, Quotient: 1, Password: 2125
Line: R17, Position: 58, Quotient: 0, Password: 2125
Line: R42, Position: 0, Quotient: 1, Password: 2126
Line: R47, Position: 47, Quotient: 0, Password: 2126
Line: R53, Position: 0, Quotient: 1, Password: 2127
Line: R99, Position: 99, Quotient: 0, Password: 2127
Line: R1, Position: 0, Quotient: 1, Password: 2128
Line: L297, Position: 3, Quotient: -1, Password: 2130
Line: L94, Position: 9, Quotient: -1, Password: 2131
Line: R93, Position: 2, Quotient: 1, Password: 2132
Line: R998, Position: 0, Quotient: 1, Password: 2142
Line: R90, Position: 90, Quotient: 0, Password: 2142
Line: L660, Position: 30, Quotient: 0, Password: 2148
Line: R189, Position: 19, Quotient: 1, Password: 2150
Line: R31, Position: 50, Quotient: 0, Password: 2150
Line: R50, Position: 0, Quotient: 1, Password: 2151
Line: R90, Position: 90, Quotient: 0, Password: 2151
Line: L61, Position: 29, Quotient: 0, Password: 2151
Line: L61, Position: 68, Quotient: -1, Password: 2152
Line: R47, Position: 15, Quotient: 1, Password: 2153
Line: R90, Position: 5, Quotient: 1, Password: 2154
Line: R146, Position: 51, Quotient: 0, Password: 2155
Line: L956, Position: 95, Quotient: -1, Password: 2165
Line: L87, Position: 8, Quotient: 0, Password: 2165
Line: L97, Position: 11, Quotient: -1, Password: 2166
Line: L80, Position: 31, Quotient: -1, Password: 2167
Line: R68, Position: 99, Quotient: 0, Password: 2167
Line: L99, Position: 0, Quotient: 0, Password: 2168
Line: L69, Position: 31, Quotient: -1, Password: 2168
Line: L58, Position: 73, Quotient: -1, Password: 2169
Line: L8, Position: 65, Quotient: 0, Password: 2169
Line: L365, Position: 0, Quotient: 0, Password: 2173
Line: L75, Position: 25, Quotient: -1, Password: 2173
Line: R77, Position: 2, Quotient: 1, Password: 2174
Line: R37, Position: 39, Quotient: 0, Password: 2174
Line: L622, Position: 17, Quotient: 0, Password: 2180
Line: R83, Position: 0, Quotient: 1, Password: 2181
Line: R29, Position: 29, Quotient: 0, Password: 2181
Line: R28, Position: 57, Quotient: 0, Password: 2181
Line: L57, Position: 0, Quotient: 0, Password: 2182
Line: L68, Position: 32, Quotient: -1, Password: 2182
Line: L32, Position: 0, Quotient: 0, Password: 2183
Line: R66, Position: 66, Quotient: 0, Password: 2183
Line: L244, Position: 22, Quotient: 0, Password: 2185
Line: L60, Position: 62, Quotient: -1, Password: 2186
Line: L62, Position: 0, Quotient: 0, Password: 2187
Line: L47, Position: 53, Quotient: -1, Password: 2187
Line: L553, Position: 0, Quotient: 0, Password: 2193
Line: L66, Position: 34, Quotient: -1, Password: 2193
Line: R66, Position: 0, Quotient: 1, Password: 2194
Line: R30, Position: 30, Quotient: 0, Password: 2194
Line: R570, Position: 0, Quotient: 1, Password: 2200
Line: R18, Position: 18, Quotient: 0, Password: 2200
Line: L18, Position: 0, Quotient: 0, Password: 2201
Line: L2, Position: 98, Quotient: -1, Password: 2201
Line: L345, Position: 53, Quotient: 0, Password: 2204
Line: R147, Position: 0, Quotient: 1, Password: 2206
Line: R179, Position: 79, Quotient: 0, Password: 2207
Line: R21, Position: 0, Quotient: 1, Password: 2208
Line: R952, Position: 52, Quotient: 0, Password: 2217
Line: R464, Position: 16, Quotient: 1, Password: 2222
Line: L16, Position: 0, Quotient: 0, Password: 2223
Line: R69, Position: 69, Quotient: 0, Password: 2223
Line: L7, Position: 62, Quotient: 0, Password: 2223
Line: R38, Position: 0, Quotient: 1, Password: 2224
Line: L368, Position: 32, Quotient: -1, Password: 2227
Line: R325, Position: 57, Quotient: 0, Password: 2230
Line: R43, Position: 0, Quotient: 1, Password: 2231
Line: L75, Position: 25, Quotient: -1, Password: 2231
Line: L82, Position: 43, Quotient: -1, Password: 2232
Line: R80, Position: 23, Quotient: 1, Password: 2233
Line: R16, Position: 39, Quotient: 0, Password: 2233
Line: R6, Position: 45, Quotient: 0, Password: 2233
Line: L2, Position: 43, Quotient: 0, Password: 2233
Line: R57, Position: 0, Quotient: 1, Password: 2234
Line: R54, Position: 54, Quotient: 0, Password: 2234
Line: L54, Position: 0, Quotient: 0, Password: 2235
Line: R121, Position: 21, Quotient: 0, Password: 2236
Line: R679, Position: 0, Quotient: 1, Password: 2243
Line: R33, Position: 33, Quotient: 0, Password: 2243
Line: R67, Position: 0, Quotient: 1, Password: 2244
Line: R17, Position: 17, Quotient: 0, Password: 2244
Line: R30, Position: 47, Quotient: 0, Password: 2244
Line: R56, Position: 3, Quotient: 1, Password: 2245
Line: R56, Position: 59, Quotient: 0, Password: 2245
Line: L94, Position: 65, Quotient: -1, Password: 2246
Line: R735, Position: 0, Quotient: 1, Password: 2254
Line: L10, Position: 90, Quotient: -1, Password: 2254
Line: L899, Position: 91, Quotient: -1, Password: 2263
Line: L91, Position: 0, Quotient: 0, Password: 2264
Line: L13, Position: 87, Quotient: -1, Password: 2264
Line: L75, Position: 12, Quotient: 0, Password: 2264
Line: R247, Position: 59, Quotient: 0, Password: 2266
Line: R76, Position: 35, Quotient: 1, Password: 2267
Line: R65, Position: 0, Quotient: 1, Password: 2268
Line: L45, Position: 55, Quotient: -1, Password: 2268
Line: L64, Position: 91, Quotient: -1, Password: 2269
Line: R23, Position: 14, Quotient: 1, Password: 2270
Line: L97, Position: 17, Quotient: -1, Password: 2271
Line: R180, Position: 97, Quotient: 0, Password: 2272
Line: L42, Position: 55, Quotient: 0, Password: 2272
Line: R45, Position: 0, Quotient: 1, Password: 2273
Line: R71, Position: 71, Quotient: 0, Password: 2273
Line: R86, Position: 57, Quotient: 1, Password: 2274
Line: R742, Position: 99, Quotient: 0, Password: 2281
Line: L351, Position: 48, Quotient: 0, Password: 2284
Line: R81, Position: 29, Quotient: 1, Password: 2285
Line: R69, Position: 98, Quotient: 0, Password: 2285
Line: R30, Position: 28, Quotient: 1, Password: 2286
Line: L28, Position: 0, Quotient: 0, Password: 2287
Line: R67, Position: 67, Quotient: 0, Password: 2287
Line: L167, Position: 0, Quotient: 0, Password: 2289
Line: L33, Position: 67, Quotient: -1, Password: 2289
Line: L349, Position: 18, Quotient: 0, Password: 2292
Line: R1, Position: 19, Quotient: 0, Password: 2292
Line: R60, Position: 79, Quotient: 0, Password: 2292
